id,sire,dam,sex,generation
G2_0001,G1_0326,G1_0332,F,2
G2_0002,G1_0384,G1_0027,F,2
G2_0003,G1_0406,G1_0430,M,2
G2_0004,G1_0178,G1_0390,F,2
G2_0005,G1_0384,G1_0027,M,2
G2_0006,G1_0502,G1_0246,M,2
G2_0007,G1_0085,G1_0162,F,2
G2_0008,G1_0361,G1_0371,M,2
G2_0009,G1_0246,G1_0502,F,2
G2_0010,G1_0010,G1_0138,F,2
G2_0011,G1_0140,G1_0455,M,2
G2_0012,G1_0205,G1_0015,M,2
G2_0013,G1_0200,G1_0519,F,2
G2_0014,G1_0202,G1_0268,F,2
G2_0015,G1_0090,G1_0497,F,2
G2_0016,G1_0011,G1_0189,F,2
G2_0017,G1_0521,G1_0495,M,2
G2_0018,G1_0409,G1_0480,F,2
G2_0019,G1_0140,G1_0462,M,2
G2_0020,G1_0205,G1_0368,F,2
G2_0021,G1_0010,G1_0239,M,2
G2_0022,G1_0152,G1_0417,M,2
G2_0023,G1_0384,G1_0027,M,2
G2_0024,G1_0158,G1_0324,F,2
G2_0025,G1_0178,G1_0135,F,2
G2_0026,G1_0170,G1_0075,F,2
G2_0027,G1_0246,G1_0502,F,2
G2_0028,G1_0163,G1_0242,M,2
G2_0029,G1_0407,G1_0345,M,2
G2_0030,G1_0152,G1_0417,M,2
G2_0031,G1_0407,G1_0319,M,2
G2_0032,G1_0267,G1_0109,F,2
G2_0033,G1_0287,G1_0305,M,2
G2_0034,G1_0358,G1_0021,F,2
G2_0035,G1_0103,G1_0415,M,2
G2_0036,G1_0246,G1_0222,F,2
G2_0037,G1_0200,G1_0519,M,2
G2_0038,G1_0433,G1_0175,F,2
G2_0039,G1_0010,G1_0239,F,2
G2_0040,G1_0358,G1_0021,M,2
G2_0041,G1_0358,G1_0339,M,2
G2_0042,G1_0467,G1_0067,M,2
G2_0043,G1_0313,G1_0176,F,2
G2_0044,G1_0183,G1_0132,M,2
G2_0045,G1_0090,G1_0473,M,2
G2_0046,G1_0407,G1_0345,F,2
G2_0047,G1_0326,G1_0332,F,2
G2_0048,G1_0267,G1_0109,F,2
G2_0049,G1_0170,G1_0373,F,2
G2_0050,G1_0407,G1_0345,M,2
G2_0051,G1_0237,G1_0364,F,2
G2_0052,G1_0010,G1_0239,M,2
G2_0053,G1_0361,G1_0371,M,2
G2_0054,G1_0521,G1_0062,M,2
G2_0055,G1_0178,G1_0135,F,2
G2_0056,G1_0287,G1_0505,F,2
G2_0057,G1_0409,G1_0480,M,2
G2_0058,G1_0163,G1_0263,F,2
G2_0059,G1_0103,G1_0198,M,2
G2_0060,G1_0085,G1_0013,M,2
G2_0061,G1_0326,G1_0332,M,2
G2_0062,G1_0158,G1_0324,F,2
G2_0063,G1_0433,G1_0078,M,2
G2_0064,G1_0407,G1_0319,F,2
G2_0065,G1_0152,G1_0417,F,2
G2_0066,G1_0407,G1_0319,M,2
G2_0067,G1_0407,G1_0345,F,2
G2_0068,G1_0267,G1_0080,M,2
G2_0069,G1_0467,G1_0203,M,2
G2_0070,G1_0200,G1_0519,F,2
G2_0071,G1_0361,G1_0387,M,2
G2_0072,G1_0200,G1_0206,M,2
G2_0073,G1_0163,G1_0242,F,2
G2_0074,G1_0287,G1_0305,M,2
G2_0075,G1_0406,G1_0430,M,2
G2_0076,G1_0183,G1_0398,F,2
G2_0077,G1_0237,G1_0364,F,2
G2_0078,G1_0090,G1_0497,F,2
G2_0079,G1_0034,G1_0130,M,2
G2_0080,G1_0085,G1_0162,M,2
G2_0081,G1_0361,G1_0387,M,2
G2_0082,G1_0183,G1_0132,M,2
G2_0083,G1_0407,G1_0345,F,2
G2_0084,G1_0103,G1_0415,M,2
G2_0085,G1_0010,G1_0239,M,2
G2_0086,G1_0200,G1_0206,F,2
G2_0087,G1_0358,G1_0021,M,2
G2_0088,G1_0424,G1_0350,M,2
G2_0089,G1_0036,G1_0404,F,2
G2_0090,G1_0011,G1_0189,F,2
G2_0091,G1_0361,G1_99999,F,2
G2_0092,G1_0183,G1_0398,M,2
G2_0093,G1_0246,G1_0222,F,2
G2_0094,G1_0085,G1_0162,F,2
G2_0095,G1_0384,G1_0027,F,2
G2_0096,G1_0011,G1_0189,F,2
G2_0097,G1_0152,G1_0171,M,2
G2_0098,G1_0163,G1_0390,M,2
G2_0099,G1_0158,G1_0456,M,2
G2_0100,G1_0267,G1_0109,M,2
G2_0101,G1_0406,G1_0023,F,2
G2_0102,G1_0205,G1_0368,M,2
G2_0103,G1_0178,G1_0135,M,2
G2_0104,G1_0406,G1_0430,M,2
G2_0105,G1_0326,G1_0300,M,2
G2_0106,G1_0326,G1_0300,M,2
G2_0107,G1_0202,G1_0268,M,2
G2_0108,G1_0034,G1_0091,F,2
G2_0109,G1_0202,G1_0385,M,2
G2_0110,G1_0202,G1_0268,M,2
G2_0111,G1_0103,G1_0198,M,2
G2_0112,G1_0433,G1_0175,M,2
G2_0113,G1_0521,G1_0495,M,2
G2_0114,G1_0409,G1_0179,M,2
G2_0115,G1_0036,G1_0404,M,2
G2_0116,G1_0313,G1_0342,M,2
G2_0117,G1_0521,G1_0062,M,2
G2_0118,G1_0521,G1_0495,F,2
G2_0119,G1_0521,G1_0062,F,2
G2_0120,G1_0200,G1_0519,F,2
G2_0121,G1_0384,G1_0027,F,2
G2_0122,G1_0152,G1_0171,M,2
G2_0123,G1_0467,G1_0203,F,2
G2_0124,G1_0267,G1_0109,F,2
G2_0125,G1_0152,G1_0171,M,2
G2_0126,G1_0433,G1_0175,F,2
G2_0127,G1_0170,G2_0523,F,2
G2_0128,G1_0287,G1_0505,F,2
G2_0129,G1_0406,G1_0430,F,2
G2_0130,G1_0285,G1_0468,F,2
G2_0131,G1_0424,G1_0441,M,2
G2_0132,G1_0358,G1_0339,F,2
G2_0133,G1_0085,G1_0162,F,2
G2_0134,G1_0407,G1_0345,M,2
G2_0135,G1_0384,G1_0027,F,2
G2_0136,G1_0140,G1_0455,F,2
G2_0137,G1_0090,G1_0497,M,2
G2_0138,G1_0158,G1_0456,F,2
G2_0139,G1_0178,G1_0390,F,2
G2_0140,G1_0140,G1_0455,F,2
G2_0141,G1_0406,G1_0430,M,2
G2_0142,G1_0103,G1_0198,F,2
G2_0143,G1_0170,G1_0373,F,2
G2_0144,G1_0085,G1_0162,F,2
G2_0145,G1_0406,G1_0430,F,2
G2_0146,G1_0090,G1_0497,M,2
G2_0147,G1_0361,G1_0387,F,2
G2_0148,G1_0152,G1_0417,F,2
G2_0149,G1_0406,G1_0430,M,2
G2_0150,G1_0407,G1_0345,M,2
G2_0151,G1_0313,G1_0176,M,2
G2_0152,G1_0521,G1_0495,M,2
G2_0153,G1_0246,G1_0502,F,2
G2_0154,G1_0140,G1_0455,F,2
G2_0155,G1_0285,G1_0468,F,2
G2_0156,G1_0248,G1_0321,M,2
G2_0157,G1_0183,G1_0132,F,2
G2_0158,G1_0170,G1_0075,F,2
G2_0159,G1_0036,G1_0360,F,2
G2_0160,G1_0205,G1_0015,F,2
G2_0161,G1_0313,G1_0176,M,2
G2_0162,G1_0285,G1_0468,M,2
G2_0163,G1_0407,G1_0319,M,2
G2_0164,G1_0010,G1_0138,M,2
G2_0165,G1_0170,G1_0075,M,2
G2_0166,G1_0090,G1_0473,F,2
G2_0167,G1_0248,G1_0447,M,2
G2_0168,G1_0178,G1_0135,M,2
G2_0169,G1_0384,G1_0295,F,2
G2_0170,G1_0409,G1_0179,F,2
G2_0171,G1_0326,G1_0332,M,2
G2_0172,G1_0010,G1_0138,M,2
G2_0173,G1_0170,G1_0373,F,2
G2_0174,G1_0409,G1_0480,M,2
G2_0175,G1_0200,G1_0206,F,2
G2_0176,G1_0090,G1_0473,M,2
G2_0177,G1_0433,G1_0175,F,2
G2_0178,G1_0237,G1_0364,M,2
G2_0179,G1_0010,G1_0319,F,2
G2_0180,G1_0036,G1_0404,F,2
G2_0181,G1_0163,G1_0263,M,2
G2_0182,G1_0140,G1_0455,F,2
G2_0183,G1_0183,G1_0398,M,2
G2_0184,G1_0034,G1_0091,F,2
G2_0185,G1_0384,G1_0295,M,2
G2_0186,G1_0011,G1_0068,M,2
G2_0187,G1_0313,G1_0176,M,2
G2_0188,G1_0010,G1_0239,M,2
G2_0189,G1_0406,G1_0430,F,2
G2_0190,G1_0248,G1_0321,F,2
G2_0191,G1_0170,G1_0373,F,2
G2_0192,G1_0313,G1_0342,M,2
G2_0193,G1_0034,G1_0130,F,2
G2_0194,G1_0034,G1_0091,F,2
G2_0195,G1_0090,G1_0473,F,2
G2_0196,G1_0163,G1_0263,F,2
G2_0197,G1_0152,G1_0171,M,2
G2_0198,G1_0183,G1_0132,F,2
G2_0199,G1_0407,G1_0319,F,2
G2_0200,G1_0313,G1_0176,M,2
G2_0201,G1_0011,G1_0189,M,2
G2_0202,G1_0152,G1_0417,M,2
G2_0203,G1_0034,G1_0091,F,2
G2_0204,G1_0248,G1_0321,F,2
G2_0205,G1_0140,G1_0462,M,2
G2_0206,G1_0326,G1_0300,M,2
G2_0207,G1_0170,G1_0075,F,2
G2_0208,G1_0361,G1_0371,F,2
G2_0209,G1_0406,G1_0023,M,2
G2_0210,G1_0267,G1_0109,M,2
G2_0211,G1_0248,G1_0321,F,2
G2_0212,G1_0034,G1_0130,M,2
G2_0213,G1_0409,G1_0480,F,2
G2_0214,G1_0090,G1_0473,M,2
G2_0215,G1_0285,G1_0003,M,2
G2_0216,G1_0152,G1_0417,M,2
G2_0217,G1_0200,G1_0206,M,2
G2_0218,G1_0163,G1_0242,M,2
G2_0219,G1_0090,G1_0497,M,2
G2_0220,G1_0152,G1_0171,F,2
G2_0221,G1_0205,G1_0015,F,2
G2_0222,G1_0358,G1_0021,F,2
G2_0223,G1_0103,G1_0415,F,2
G2_0224,G1_0285,G1_0468,M,2
G2_0225,G1_0424,G1_0441,M,2
G2_0226,G1_0205,G1_0015,M,2
G2_0227,G1_0406,G1_0023,M,2
G2_0228,G1_0467,G1_0067,F,2
G2_0229,G1_0152,G1_0417,M,2
G2_0230,G1_0200,G1_0206,M,2
G2_0231,G1_0521,G1_0495,M,2
G2_0232,G1_0248,G1_0321,F,2
G2_0233,G1_0326,G1_0332,F,2
G2_0234,G1_0011,G1_0068,F,2
G2_0235,G1_0407,G1_0319,F,2
G2_0236,G1_0313,G1_0342,F,2
G2_0237,G1_0085,G1_0162,M,2
G2_0238,G1_0034,G1_0091,F,2
G2_0239,G1_0200,G1_0206,F,2
G2_0240,G1_0205,G1_0015,F,2
G2_0241,G1_0285,G1_0003,F,2
G2_0242,G1_0178,G1_0135,M,2
G2_0243,G1_0158,G1_0456,M,2
G2_0244,G1_0085,G1_0162,F,2
G2_0245,G1_0407,G1_0319,M,2
G2_0246,G1_0285,G1_0003,M,2
G2_0247,G1_0313,G1_0342,F,2
G2_0248,G1_0034,G1_0091,M,2
G2_0249,G1_0326,G1_0332,M,2
G2_0250,G1_0036,G1_0404,F,2
G2_0251,G1_0384,G1_0027,M,2
G2_0252,G1_0090,G1_0497,F,2
G2_0253,G1_0248,G1_0321,F,2
G2_0254,G1_0313,G1_0176,F,2
G2_0255,G1_0285,G1_0468,F,2
G2_0256,G1_0433,G1_0078,M,2
G2_0257,G1_0287,G1_0505,F,2
G2_0258,G1_0521,G1_0495,F,2
G2_0259,G1_0140,G1_0462,F,2
G2_0260,G1_0200,G1_0206,F,2
G2_0261,G1_0152,G1_0171,F,2
G2_0262,G1_0384,G1_0295,F,2
G2_0263,G1_0406,G1_0430,F,2
G2_0264,G1_0433,G1_0078,M,2
G2_0265,G1_0406,G1_0023,F,2
G2_0266,G1_0407,G1_0319,M,2
G2_0267,G1_0424,G1_0441,M,2
G2_0268,G1_0409,G1_0179,F,2
G2_0269,G1_0406,G1_0023,F,2
G2_0270,G1_0140,G1_0462,M,2
G2_0271,G1_0407,G1_0319,F,2
G2_0272,G1_0170,G1_0373,M,2
G2_0273,G1_0358,G1_0021,F,2
G2_0274,G1_0267,G1_0080,M,2
G2_0275,G1_0200,G1_0206,M,2
G2_0276,G1_0407,G1_0319,F,2
G2_0277,G1_0170,G1_0373,M,2
G2_0278,G1_0326,G1_0300,F,2
G2_0279,G1_0406,G1_0023,F,2
G2_0280,G1_0267,G1_0109,F,2
G2_0281,G1_0170,G1_0075,M,2
G2_0282,G1_0085,G1_0013,F,2
G2_0283,G1_0140,G1_0455,M,2
G2_0284,G1_0287,G1_0305,M,2
G2_0285,G1_0237,G1_0364,F,2
G2_0286,G1_0287,G1_0505,M,2
G2_0287,G1_0010,G1_0239,F,2
G2_0288,G1_0409,G1_0480,F,2
G2_0289,G1_0521,G1_0495,F,2
G2_0290,G1_0521,G1_0062,F,2
G2_0291,G1_0202,G1_0385,F,2
G2_0292,G1_0140,G1_0003,F,2
G2_0293,G1_0202,G1_0268,M,2
G2_0294,G1_0103,G1_0198,F,2
G2_0295,G1_0406,G1_0023,F,2
G2_0296,G1_0237,G1_0309,F,2
G2_0297,G1_0433,G1_0175,F,2
G2_0298,G1_0140,G1_0455,M,2
G2_0299,G1_0467,G1_0067,F,2
G2_0300,G1_0246,G1_0222,F,2
G2_0301,G1_0158,G1_0456,M,2
G2_0302,G1_0424,G1_0441,F,2
G2_0303,G1_0287,G1_0305,M,2
G2_0304,G1_0384,G1_0027,F,2
G2_0305,G1_0384,G1_0027,F,2
G2_0306,G1_0406,G1_0430,F,2
G2_0307,G1_0085,G1_0013,F,2
G2_0308,G1_0090,G1_0497,M,2
G2_0309,G1_0406,G1_0023,F,2
G2_0310,G1_0424,G1_0441,F,2
G2_0311,G1_0178,G1_0390,M,2
G2_0312,G1_0034,G1_0130,M,2
G2_0313,G1_0521,G1_0495,M,2
G2_0314,G1_0287,G1_0505,M,2
G2_0315,G1_0267,G1_0109,F,2
G2_0316,G1_0406,G1_0430,M,2
G2_0317,G1_0248,G1_0447,F,2
G2_0318,G1_0200,G1_0519,F,2
G2_0319,G1_0170,G1_0373,F,2
G2_0320,G1_0361,G1_0387,M,2
G2_0321,G1_0326,G1_0300,M,2
G2_0322,G1_0433,G1_0078,M,2
G2_0323,G1_0085,G1_0013,M,2
G2_0324,G1_0103,G1_0198,M,2
G2_0325,G1_0152,G1_0171,F,2
G2_0326,G1_0409,G1_0480,F,2
G2_0327,G1_0158,G1_0324,M,2
G2_0328,G1_0409,G1_0179,M,2
G2_0329,G1_0326,G1_0332,F,2
G2_0330,G1_0170,G1_0373,M,2
G2_0331,G1_0163,G1_0242,M,2
G2_0332,G1_0085,G1_0162,F,2
G2_0333,G1_0407,G1_0345,M,2
G2_0334,G1_0384,G1_0295,F,2
G2_0335,G1_0248,G1_0447,F,2
G2_0336,G1_0010,G1_0239,M,2
G2_0337,G1_0287,G1_0305,F,2
G2_0338,G1_0467,G1_0203,M,2
G2_0339,G1_0158,G1_0456,M,2
G2_0340,G1_0406,G1_0023,M,2
G2_0341,G1_0313,G1_0342,F,2
G2_0342,G1_0158,G1_0324,F,2
G2_0343,G1_0011,G1_0068,M,2
G2_0344,G1_0384,G1_0027,M,2
G2_0345,G1_0424,G1_0350,M,2
G2_0346,G1_0433,G1_0078,M,2
G2_0347,G1_0358,G1_0021,M,2
G2_0348,G1_0158,G1_0456,M,2
G2_0349,G1_0424,G1_0350,M,2
G2_0350,G1_0267,G1_0109,F,2
G2_0351,G1_0178,G1_0135,F,2
G2_0352,G1_0010,G1_0239,M,2
G2_0353,G1_0246,G1_0502,F,2
G2_0354,G1_0407,G1_0345,F,2
G2_0355,G1_0011,G1_0068,M,2
G2_0356,G1_0406,G1_0023,M,2
G2_0357,G1_0205,G1_0015,F,2
G2_0358,G1_0384,G1_0027,M,2
G2_0359,G1_0409,G1_0179,F,2
G2_0360,G1_0467,G1_0067,F,2
G2_0361,G1_0036,G1_0404,M,2
G2_0362,G1_0152,G1_0171,F,2
G2_0363,G1_0361,G1_0387,M,2
G2_0364,G1_0178,G1_0390,F,2
G2_0365,G1_0202,G1_0385,F,2
G2_0366,G1_0433,G1_0078,M,2
G2_0367,G1_0361,G1_0371,M,2
G2_0368,G1_0361,G1_0387,F,2
G2_0369,G1_0170,G1_0373,F,2
G2_0370,G1_0358,G1_0339,F,2
G2_0371,G1_0183,G1_0398,F,2
G2_0372,G1_0361,G1_0387,M,2
G2_0373,G1_0183,G1_0398,M,2
G2_0374,G1_0248,G1_0447,M,2
G2_0375,G1_0237,G1_0364,F,2
G2_0376,G1_0267,G1_0080,F,2
G2_0377,G1_0406,G1_0430,M,2
G2_0378,G1_0034,G1_0130,M,2
G2_0379,G1_0158,G1_0456,M,2
G2_0380,G1_0034,G1_0130,M,2
G2_0381,G1_0248,G1_0321,M,2
G2_0382,G1_0267,G1_0109,F,2
G2_0383,G1_0163,G1_0242,M,2
G2_0384,G1_0163,G1_0263,M,2
G2_0385,G1_0036,G1_0404,F,2
G2_0386,G1_0287,G1_0305,F,2
G2_0387,G1_0246,G1_0502,F,2
G2_0388,G1_0313,G1_0176,M,2
G2_0389,G1_0467,G1_0067,F,2
G2_0390,G1_0406,G1_0430,M,2
G2_0391,G1_0424,G1_0350,M,2
G2_0392,G1_0010,G1_0138,M,2
G2_0393,G1_0358,G1_0021,F,2
G2_0394,G1_0158,G1_0456,M,2
G2_0395,G1_0433,G1_0175,F,2
G2_0396,G1_0036,G1_0360,M,2
G2_0397,G1_0433,G1_0078,M,2
G2_0398,G1_0407,G1_0345,M,2
G2_0399,G1_0326,G1_0300,F,2
G2_0400,G1_0085,G1_0162,M,2
G2_0401,G1_0158,G1_0456,F,2
G2_0402,G1_0433,G1_0175,M,2
G2_0403,G1_0202,G1_0385,F,2
G2_0404,G1_0200,G1_0206,F,2
G2_0405,G1_0407,G1_0345,F,2
G2_0406,G1_0409,G1_0480,F,2
G2_0407,G1_0326,G1_0300,F,2
G2_0408,G1_0010,G1_0138,F,2
G2_0409,G1_0287,G1_0305,M,2
G2_0410,G1_0287,G1_0505,M,2
G2_0411,G1_0200,G1_0519,M,2
G2_0412,G1_0034,G1_0091,F,2
G2_0413,G1_0202,G1_0268,F,2
G2_0414,G1_0178,G1_0390,M,2
G2_0415,G1_0036,G1_0404,M,2
G2_0416,G1_0178,G1_0135,F,2
G2_0417,G1_0085,G1_0162,M,2
G2_0418,G1_0237,G1_0309,F,2
