id,sire,dam,sex,generation
G1_0001,G0_0832,G0_0708,F,1
G1_0002,G0_1315,G0_0872,F,1
G1_0003,G0_0296,G0_0141,F,1
G1_0004,G0_1419,G0_1301,M,1
G1_0005,G0_1464,G0_1967,M,1
G1_0006,G0_0166,G0_1666,M,1
G1_0007,G0_0296,G0_0141,M,1
G1_0008,G0_1510,G0_1364,M,1
G1_0009,G0_0198,G0_0454,M,1
G1_0010,G0_1061,G0_1651,M,1
G1_0011,G0_0296,G0_0520,M,1
G1_0012,G0_0167,G0_1526,M,1
G1_0013,G0_1614,G0_1276,F,1
G1_0014,G0_0576,G0_1327,M,1
G1_0015,G0_0826,G0_0869,F,1
G1_0016,G0_1387,G0_1605,M,1
G1_0017,G0_0610,G0_0935,M,1
G1_0018,G0_0120,G0_0053,M,1
G1_0019,G0_0610,G0_0935,M,1
G1_0020,G0_0846,G0_0411,M,1
G1_0021,G0_0296,G0_1130,F,1
G1_0022,G0_1683,G0_1120,M,1
G1_0023,G0_1597,G0_0293,F,1
G1_0024,G0_0576,G0_1888,F,1
G1_0025,G0_1597,G0_1180,M,1
G1_0026,G0_0332,G0_0018,M,1
G1_0027,G0_1683,G0_1193,F,1
G1_0028,G0_0766,G0_1491,M,1
G1_0029,G0_0610,G0_0935,M,1
G1_0030,G0_1150,G0_0934,F,1
G1_0031,G0_1051,G0_0381,M,1
G1_0032,G0_1051,G0_0381,M,1
G1_0033,G0_0304,G0_1375,F,1
G1_0034,G0_1464,G0_1967,M,1
G1_0035,G0_1510,G0_0686,M,1
G1_0036,G0_1157,G0_1827,M,1
G1_0037,G0_0993,G0_0838,M,1
G1_0038,G0_1387,G0_1605,F,1
G1_0039,G0_0517,G0_1225,M,1
G1_0040,G0_1356,G0_99999,M,1
G1_0041,G0_0167,G0_1727,M,1
G1_0042,G0_0166,G0_0355,M,1
G1_0043,G0_0198,G0_0374,F,1
G1_0044,G0_0296,G0_1130,M,1
G1_0045,G0_1683,G0_0189,M,1
G1_0046,G0_1318,G0_1909,F,1
G1_0047,G0_1419,G0_1301,F,1
G1_0048,G0_1387,G0_0422,M,1
G1_0049,G0_0166,G0_1167,F,1
G1_0050,G0_0120,G0_0282,M,1
G1_0051,G0_0628,G0_1926,M,1
G1_0052,G0_0166,G0_1167,F,1
G1_0053,G0_0846,G0_0384,M,1
G1_0054,G0_1315,G0_0872,M,1
G1_0055,G0_0332,G0_1415,M,1
G1_0056,G0_0846,G0_0384,F,1
G1_0057,G0_0914,G0_1921,M,1
G1_0058,G0_0198,G0_1632,F,1
G1_0059,G0_0523,G0_0507,F,1
G1_0060,G0_0166,G0_1096,F,1
G1_0061,G0_0120,G0_0849,F,1
G1_0062,G0_1464,G0_1967,F,1
G1_0063,G0_0832,G0_1759,M,1
G1_0064,G0_0846,G0_0480,M,1
G1_0065,G0_1419,G0_0101,M,1
G1_0066,G0_0610,G0_1056,M,1
G1_0067,G0_1356,G0_0762,F,1
G1_0068,G0_0517,G0_1225,F,1
G1_0069,G0_0846,G0_0480,M,1
G1_0070,G0_1978,G0_1538,M,1
G1_0071,G0_0296,G0_0520,F,1
G1_0072,G0_1614,G0_0019,M,1
G1_0073,G0_1923,G0_1966,F,1
G1_0074,G0_1157,G0_1519,F,1
G1_0075,G0_0914,G0_0462,F,1
G1_0076,G0_1387,G0_0422,F,1
G1_0077,G0_1614,G0_0574,M,1
G1_0078,G0_0993,G0_1877,F,1
G1_0079,G0_0120,G0_1666,M,1
G1_0080,G0_1051,G0_0264,F,1
G1_0081,G0_0576,G0_1327,M,1
G1_0082,G0_0523,G0_0912,F,1
G1_0083,G0_1419,G0_0379,M,1
G1_0084,G0_0235,G0_1279,M,1
G1_0085,G0_0332,G0_1333,M,1
G1_0086,G0_0993,G0_0838,F,1
G1_0087,G0_1356,G0_0842,M,1
G1_0088,G0_0846,G0_0411,F,1
G1_0089,G0_0523,G0_0507,F,1
G1_0090,G0_1978,G0_1538,M,1
G1_0091,G0_1150,G0_1334,F,1
G1_0092,G0_0596,G0_0883,F,1
G1_0093,G0_0198,G0_1129,F,1
G1_0094,G0_0523,G0_0912,F,1
G1_0095,G0_0596,G0_0364,M,1
G1_0096,G0_1061,G0_0113,F,1
G1_0097,G0_0517,G0_1225,F,1
G1_0098,G0_1150,G0_0687,F,1
G1_0099,G0_0517,G0_1902,M,1
G1_0100,G0_0523,G0_0912,M,1
G1_0101,G0_0523,G0_1740,M,1
G1_0102,G0_0826,G0_0061,M,1
G1_0103,G0_1387,G0_0999,M,1
G1_0104,G0_0596,G0_0883,M,1
G1_0105,G0_1318,G0_1098,M,1
G1_0106,G0_0332,G0_1333,M,1
G1_0107,G0_1464,G0_1967,F,1
